unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
176683,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2013,2012-12-01T00:00:00.000,21.54
740913,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2021,2021-01-01T00:00:00.000,18.52
175892,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2009,2009-06-01T00:00:00.000,21.39
336531,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2014-15,2014-12-01T00:00:00.000,25.70
175347,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2010-11,2010-12-01T00:00:00.000,26.24
175913,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2009,2009-06-01T00:00:00.000,18.59
165871,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Winter 2010-11,2010-12-01T00:00:00.000,30.92
167759,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2013,2012-12-01T00:00:00.000,22.32
549998,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2017,2017-01-01T00:00:00.000,23.65
172663,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2011,2010-12-01T00:00:00.000,28.23
211670,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2014,2014-06-01T00:00:00.000,19.54
336664,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2015,2015-01-01T00:00:00.000,23.15
643494,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2018-19,2018-12-01T00:00:00.000,24.69
549903,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2016-17,2016-12-01T00:00:00.000,26.27
602844,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2018,2018-06-01T00:00:00.000,16.37
602829,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2018,2018-06-01T00:00:00.000,11.69
549886,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2017,2017-06-01T00:00:00.000,13.02
211757,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2014,2013-12-01T00:00:00.000,18.97
549889,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2017,2017-06-01T00:00:00.000,14.37
602832,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2018,2018-06-01T00:00:00.000,13.05
175297,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2009-10,2009-12-01T00:00:00.000,26.48
175381,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2011-12,2011-12-01T00:00:00.000,25.17
211390,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2014,2013-12-01T00:00:00.000,19.80
336652,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2015,2015-01-01T00:00:00.000,18.62
643482,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2018-19,2018-12-01T00:00:00.000,20.53
667381,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2020,2020-01-01T00:00:00.000,14.81
172593,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2009,2008-12-01T00:00:00.000,27.13
172661,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2011,2010-12-01T00:00:00.000,25.75
336658,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2015,2015-01-01T00:00:00.000,21.27
211668,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2014,2014-06-01T00:00:00.000,17.00
336709,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2015,2015-01-01T00:00:00.000,16.00
643539,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2018-19,2018-12-01T00:00:00.000,18.62
667495,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2020,2020-01-01T00:00:00.000,13.11
549782,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2017,2017-01-01T00:00:00.000,21.19
740916,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2021,2021-01-01T00:00:00.000,20.55
175333,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2010-11,2010-12-01T00:00:00.000,25.48
175371,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2010-11,2010-12-01T00:00:00.000,27.72
336606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2014-15,2014-12-01T00:00:00.000,22.69
549875,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2017,2017-01-01T00:00:00.000,16.98
336744,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Winter 2014-15,2014-12-01T00:00:00.000,29.30
741147,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2021,2021-01-01T00:00:00.000,20.37
336750,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Winter 2014-15,2014-12-01T00:00:00.000,26.84
550025,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2017,2017-01-01T00:00:00.000,20.14
165890,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2010-11,2010-12-01T00:00:00.000,29.44
166657,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2009,2009-06-01T00:00:00.000,20.38
167778,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2013,2012-12-01T00:00:00.000,19.48
336822,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2014-15,2014-12-01T00:00:00.000,25.17
741225,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2021,2021-01-01T00:00:00.000,16.42
550097,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2017,2017-01-01T00:00:00.000,19.03
741231,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2021,2021-01-01T00:00:00.000,16.92
549924,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2016-17,2016-12-01T00:00:00.000,23.78
602865,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2018,2018-06-01T00:00:00.000,11.47
667383,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2020,2020-06-01T00:00:00.000,9.80
171607,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2009-10,2009-12-01T00:00:00.000,28.63
211770,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2014,2013-12-01T00:00:00.000,22.20
602871,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2018,2018-06-01T00:00:00.000,15.84
549897,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2016-17,2016-12-01T00:00:00.000,25.91
211777,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Annual Average 2014,2013-12-01T00:00:00.000,19.45
667437,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2020,2020-06-01T00:00:00.000,11.03
175303,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2009-10,2009-12-01T00:00:00.000,28.09
175387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2011-12,2011-12-01T00:00:00.000,23.50
667221,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2020,2020-06-01T00:00:00.000,16.58
549841,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2017,2017-06-01T00:00:00.000,22.95
549843,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2016-17,2016-12-01T00:00:00.000,30.24
549796,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2017,2017-06-01T00:00:00.000,13.77
549798,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2016-17,2016-12-01T00:00:00.000,25.04
175306,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2009-10,2009-12-01T00:00:00.000,26.54
602748,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2018,2018-06-01T00:00:00.000,11.47
175391,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2011-12,2011-12-01T00:00:00.000,19.46
212558,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2014,2013-12-01T00:00:00.000,17.63
175412,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2011-12,2011-12-01T00:00:00.000,15.89
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,2016-12-01T00:00:00.000,24.02
171678,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2011-12,2011-12-01T00:00:00.000,27.76
171611,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2009-10,2009-12-01T00:00:00.000,30.23
171633,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2010-11,2010-12-01T00:00:00.000,32.21
172075,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2009,2009-06-01T00:00:00.000,23.20
172721,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2013,2012-12-01T00:00:00.000,22.28
171634,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2010-11,2010-12-01T00:00:00.000,30.26
336639,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2014-15,2014-12-01T00:00:00.000,24.99
741042,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2021,2021-01-01T00:00:00.000,16.12
172071,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2009,2009-06-01T00:00:00.000,21.15
336624,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2014-15,2014-12-01T00:00:00.000,23.33
172718,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Annual Average 2013,2012-12-01T00:00:00.000,18.58
549896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Annual Average 2017,2017-01-01T00:00:00.000,18.72
741084,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Annual Average 2021,2021-01-01T00:00:00.000,15.66
172742,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2013,2012-12-01T00:00:00.000,32.10
172096,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2009,2009-06-01T00:00:00.000,35.65
741102,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2021,2021-01-01T00:00:00.000,21.83
172097,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2009,2009-06-01T00:00:00.000,35.28
336760,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2015,2015-01-01T00:00:00.000,20.85
602688,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2018,2018-06-01T00:00:00.000,13.62
667029,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2020,2020-06-01T00:00:00.000,13.16
179273,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2009-10,2009-12-01T00:00:00.000,24.39
549745,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2017,2017-06-01T00:00:00.000,14.97
179284,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2011-12,2011-12-01T00:00:00.000,23.50
667035,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2020,2020-06-01T00:00:00.000,10.82
549799,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2017,2017-06-01T00:00:00.000,13.75
212556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Annual Average 2014,2013-12-01T00:00:00.000,17.00
549802,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2017,2017-06-01T00:00:00.000,10.26
175325,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2009-10,2009-12-01T00:00:00.000,26.12
549864,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2016-17,2016-12-01T00:00:00.000,24.86
549867,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Winter 2016-17,2016-12-01T00:00:00.000,24.81
602808,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Summer 2018,2018-06-01T00:00:00.000,12.77
211772,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2014,2013-12-01T00:00:00.000,23.86
549934,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2017,2017-06-01T00:00:00.000,18.89
549936,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2016-17,2016-12-01T00:00:00.000,28.51
741033,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Annual Average 2021,2021-01-01T00:00:00.000,20.55
549902,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2017,2017-01-01T00:00:00.000,21.12
741021,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2021,2021-01-01T00:00:00.000,14.77
172070,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2009,2009-06-01T00:00:00.000,17.94
171628,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2010-11,2010-12-01T00:00:00.000,25.99
336621,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2014-15,2014-12-01T00:00:00.000,23.37
336678,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2014-15,2014-12-01T00:00:00.000,26.21
549947,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2017,2017-01-01T00:00:00.000,20.56
741081,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2021,2021-01-01T00:00:00.000,18.56
171642,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2010-11,2010-12-01T00:00:00.000,30.54
167523,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2009,2008-12-01T00:00:00.000,27.71
167641,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2011,2010-12-01T00:00:00.000,25.30
167511,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2009,2008-12-01T00:00:00.000,31.80
213402,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2014,2014-06-01T00:00:00.000,21.27
667531,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2020,2020-01-01T00:00:00.000,19.36
212422,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2014,2014-06-01T00:00:00.000,16.43
643338,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2018-19,2018-12-01T00:00:00.000,24.22
179419,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2009,2008-12-01T00:00:00.000,24.11
172655,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2011,2010-12-01T00:00:00.000,23.86
667459,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Annual Average 2020,2020-01-01T00:00:00.000,13.02
212552,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2014,2013-12-01T00:00:00.000,19.75
549790,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2017,2017-06-01T00:00:00.000,13.39
165863,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2010-11,2010-12-01T00:00:00.000,33.62
166630,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2009,2009-06-01T00:00:00.000,28.43
336741,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2014-15,2014-12-01T00:00:00.000,27.42
602853,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2018,2018-06-01T00:00:00.000,14.40
549910,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2017,2017-06-01T00:00:00.000,14.14
549976,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2017,2017-06-01T00:00:00.000,13.08
602919,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2018,2018-06-01T00:00:00.000,11.98
602712,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2018,2018-06-01T00:00:00.000,12.84
667077,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2020,2020-06-01T00:00:00.000,12.14
175392,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2011-12,2011-12-01T00:00:00.000,26.68
602754,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2018,2018-06-01T00:00:00.000,15.84
212426,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2014,2014-06-01T00:00:00.000,14.16
336642,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Winter 2014-15,2014-12-01T00:00:00.000,25.37
549911,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2017,2017-01-01T00:00:00.000,18.87
741045,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2021,2021-01-01T00:00:00.000,18.03
336693,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2014-15,2014-12-01T00:00:00.000,22.67
667555,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2020,2020-01-01T00:00:00.000,19.63
167564,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2009,2008-12-01T00:00:00.000,14.55
